	Gene	wt	00-06	06-12	12-18	18-24	24-30	30-36
YMR061W	RNA14	10.68	10.3	4.12	12.1	18.76	22.26	13.6
YMR062C	ECM40	17.32	18.88	14.74	29.05	29.57	27.25	17.86
YMR064W	AEP1	23.17	19.02	4.98	55.53	39.1	33.61	34.03
YMR065W	KAR5	14.62	8.84	2.84	9.78	19.97	28.34	16.97
YMR067C	UBX4	13.78	13.57	3.22	7.99	16.96	17.33	17.21
YMR071C	TVP18	45.17	47.59	25.88	79.58	112.8	162.47	63.87
YMR072W	ABF2	22.07	27.87	17.5	44.41	47.46	49.14	25.59
YMR073C	IRC21	6.28	8.83	4.26	14.79	10.59	6.52	6.47
YMR074C	YMR074C	10.73	11.85	9.43	19.48	16.06	14.4	10.55
YMR076C	PDS5	29.1	29.28	13.91	23.69	24.65	30.06	13.03
YMR077C	VPS20	16.36	12	1.84	3.22	39.06	283.18	34.56
YMR078C	CTF18	6.91	9.08	2.61	5.08	8.51	10.39	6.49
YMR079W	SEC14	30.26	36.25	17.53	33.33	44.49	24.77	20.18
YMR080C	NAM7	16.48	16.45	6.11	9.95	7.46	4.34	10.53
YMR083W	ADH3	53.88	46.71	38.68	58.34	113.02	62.34	30.5
YMR086W	YMR086W	8.6	9.33	2.84	4.1	7.54	11.98	10.29
YMR087W	YMR087W	5.88	5.41	2.5	4.41	12.41	30.22	33.94
YMR088C	VBA1	12.61	11.45	5.71	7.71	12.14	15.76	9.95
YMR089C	YTA12	14.92	13	9.02	9.57	12.68	17	16.13
YMR091C	NPL6	20.31	19.82	4.61	6.48	18.05	22.98	16.65
YMR092C	AIP1	13.59	14.06	7.95	20.19	39.29	28.06	21.86
YMR093W	UTP15	52.44	45.9	9.28	18.13	22.24	9.42	10.67
YMR095C	SNO1	0.03	0.02	0.3	0.18	0.7	0.24	0.07
YMR096W	SNZ1	6.07	6.37	5.83	7.47	4.63	4.63	3.74
YMR097C	MTG1	6.36	7.42	1.62	2.92	5.56	9.78	10.12
YMR098C	YMR098C	8.9	8.87	2.83	6.68	14.81	15.61	11.34
YMR099C	YMR099C	12.66	14.29	19.47	35.11	30.67	34.27	17.38
YMR100W	MUB1	25.4	25.21	3.35	8.3	271.84	49.87	25.28
YMR108W	ILV2	49.95	53.12	33.46	48.81	81.41	29.22	14.41
YMR110C	HFD1	6.86	7.35	3.1	10.12	29.25	31.07	16.71
YMR112C	MED11	10.69	11.18	5.18	14.66	30.34	17.77	12.42
YMR113W	FOL3	6.6	6.02	1.68	7.45	11.5	14.52	8.28
YMR115W	FMP24	4.82	5.29	1.37	4.04	7.34	9.19	6.82
YMR116C	ASC1	112.95	84.46	127.64	223.5	1163.69	380.15	73.91
YMR119W	ASI1	15.48	16.52	4.93	9.53	16.33	19.38	15.99
YMR120C	ADE17	5.75	5.87	6.54	10.48	9.7	7.37	5.64
YMR123W	PKR1	33.15	45.61	27.7	49.19	45.86	34.82	19.12
YMR125W	STO1	18.41	15.7	6.7	10.6	17.38	12.97	12.91
YMR127C	SAS2	9.62	8.64	1.08	2.14	2.4	3.93	3.55
YMR128W	ECM16	34.42	33.58	8.27	11.14	11.24	8.13	5.3
YMR129W	POM152	15.66	18.49	6.56	8.16	8.68	12.58	11.78
YMR131C	RRB1	35.43	35.81	15.57	20.75	14.73	7.97	3
YMR135C	GID8	9.89	7.67	3.51	14	72.71	43.06	29.75
YMR136W	GAT2	8.55	13.38	2.59	3.87	17.53	17.09	12.46
YMR137C	PSO2	6.14	5.4	1.15	5.37	10.92	8.87	7.15
YMR138W	CIN4	5.85	5.73	2.24	1.53	1.7	1.8	0.49
YMR139W	RIM11	7.91	9.58	2.92	8.65	28.45	23.47	23.82
YMR145C	NDE1	28.55	28.57	14.81	22.53	28.95	11.82	8.01
YMR146C	TIF34	45.79	51.63	28.21	51.51	54.49	38.91	17.04
YMR149W	SWP1	31.59	30.33	26.44	72.67	100.11	86.85	43.72
YMR150C	IMP1	5.12	5.02	5.25	13.62	15.8	13.77	14.05
YMR152W	YIM1	8.49	9.84	6.08	37.84	42.1	32.1	20.18
YMR153W	NUP53	18.12	18.51	5.74	23.19	26.43	20.63	13.39
YMR156C	TPP1	3.27	3.76	2.13	27.49	8.03	10.28	5.73
YMR157C	FMP39	12.21	12.03	6.1	26.57	36.69	31.63	17.88
YMR158W	MRPS8	18.79	24.41	4.79	17.03	22.48	16.29	21.16
YMR161W	HLJ1	16.91	21.37	2.76	8.39	18.83	13.09	24.37
YMR162C	DNF3	6.24	8.08	2.36	2.93	2.21	5.66	7.1
YMR163C	INP2	6.76	5.92	0.85	1.15	2.42	15.53	4.35
YMR165C	PAH1	5.08	5.33	0.74	1.58	3.02	5	4.92
YMR170C	ALD2	2.66	2.51	1.56	3.37	13.85	17.72	11
YMR171C	YMR171C	16.99	13.32	2.44	6.61	17.26	15.23	18.23
YMR172W	HOT1	4.51	5.06	1.03	3.38	11.13	6.55	8.94
YMR173W	DDR48	19.76	15.47	19.68	53.48	542.74	366.68	144.61
YMR176W	ECM5	10.99	9.91	3.86	7.4	6.4	12.19	10.19
YMR177W	MMT1	22.5	20.52	2.35	2.85	7.02	10	14.97
YMR179W	SPT21	9.65	10.29	1.12	1.78	55.84	43.93	32.72
YMR180C	CTL1	12.45	9.33	2.18	6.93	23.59	37.08	21.43
YMR183C	SSO2	16.17	20.29	9	14.15	22.1	15.28	8.05
YMR184W	ADD37	5.03	7.33	4.17	20.03	24.34	20.2	12.3
YMR186W	HSC82	67.04	54.16	75.2	134.22	1516.76	336.45	87.16
YMR188C	MRPS17	26.87	25.54	10.5	520.61	164.02	93.63	85.73
YMR189W	GCV2	14.13	18.71	17.35	50.46	116.36	85.42	31.71
YMR190C	SGS1	5.68	8.35	2.09	2.81	2.78	3.5	9.29
YMR191W	SPG5	9.21	10.67	5.13	17.31	59.11	58.31	42.61
YMR192W	GYL1	5.73	6.96	1.46	2.29	6.46	7.31	7.53
YMR193W	MRPL24	15.09	15.9	2.96	18.5	17.3	26.61	22.69
YMR194C-B	YMR194C-B	6.24	5.84	59.54	325.19	1009.66	1227.91	100.62
YMR195W	ICY1	46.73	46.59	11.96	825.42	2416.74	3160.74	234.08
YMR197C	VTI1	15.86	16.49	4.4	23.27	34.18	31.71	25.15
YMR198W	CIK1	10.34	8.61	1.67	100.6	14.97	10.8	11.77
YMR199W	CLN1	42.44	38.83	6.15	18.68	291.99	446.02	52.45
YMR200W	ROT1	18.85	27.42	5.2	20.58	32.52	17.33	18.49
YMR201C	RAD14	5.69	4.14	1.21	18.27	13.91	8.91	6.26
YMR202W	ERG2	42.16	41.41	58.13	85.43	106.81	73.44	29.59
YMR203W	TOM40	29.17	33.29	21.36	45.96	70.24	42.96	30.89
YMR204C	INP1	15.97	10.05	1.7	5.62	172.68	267.27	18.41
YMR205C	PFK2	74.6	68.59	62.38	123.02	194.49	79.31	58.08
YMR207C	HFA1	7	8.44	3.25	4.87	6.03	13.31	13.13
YMR208W	ERG12	9.71	13.14	4.8	9.03	9.37	6.77	6.91
YMR210W	YMR210W	7.81	7.85	2.2	6.09	11.65	23.4	17.21
YMR211W	DML1	14.4	11.2	0.96	2.1	1.9	2.04	1.81
YMR212C	EFR3	11.99	11.86	4.3	8.58	6.4	8.59	9.02
YMR213W	CEF1	9.97	9.31	0.87	1.31	3.09	59.42	8.83
YMR214W	SCJ1	17.97	17.95	5.97	10.14	10.42	14.13	13.12
YMR215W	GAS3	25.34	27.49	19.2	27.55	33.89	22.87	7.74
YMR216C	SKY1	31.02	30.02	5.47	14.16	25.56	16.68	21.58
YMR217W	GUA1	65.49	58.17	48.58	85.12	111.48	60.86	12.73
YMR218C	TRS130	10.14	10.78	1.85	2.4	2.09	3.53	8.73
YMR219W	ESC1	13.42	11.5	3.87	3.54	4.51	10.68	10.72
YMR220W	ERG8	24.34	23.38	12.13	16.66	17.2	21.05	20.53
YMR222C	FSH2	9.57	11.64	3.1	4.74	4.72	7.29	5.25
YMR223W	UBP8	8.59	7.01	2.11	5.2	8.81	3.46	6.55
YMR224C	MRE11	6.57	5.75	1.52	5.91	4.06	7.22	8.27
YMR226C	TMA29	26.13	27.19	41.29	63.07	86.52	119.13	83.77
YMR228W	MTF1	6.71	6.52	0.78	1.05	1.94	43.79	5.17
YMR229C	RRP5	30.42	30.54	16.63	32.38	22.1	6.38	1.94
YMR231W	PEP5	6.21	6.22	1.45	7.34	7.56	6.76	5.89
YMR233W	TRI1	16.13	12.19	1.56	4.64	10.16	23.93	17.18
YMR234W	RNH1	7.67	8.12	2.71	4.19	7.43	8.4	7.55
YMR235C	RNA1	21.38	21.92	16.91	34.39	32.56	17.48	16.85
YMR236W	TAF9	35.19	41.88	24	44.67	39.89	43.29	27.57
YMR237W	BCH1	13.58	12.54	10.54	38.56	40.98	35.54	22.17
YMR238W	DFG5	8.03	7.61	5.33	6.17	7.55	8.38	6.61
YMR239C	RNT1	20.1	16.9	2.61	4.86	7.77	5.28	3.55
YMR240C	CUS1	12.92	9.09	2.8	53.86	21.09	17.16	18.18
YMR241W	YHM2	43.69	40.14	32.6	44.16	38.81	33.8	29.72
YMR243C	ZRC1	30.78	26.52	14.91	31.07	21.52	8.92	9.53
YMR246W	FAA4	53.86	54.48	29.44	45.34	30.78	22	24.6
YMR247C	RKR1	29.7	31.26	12.86	21.84	35.63	75.78	36.73
YMR251W-A	HOR7	79.68	79.95	177.45	1596.34	15649.33	16668.27	935.17
YMR255W	GFD1	51.07	22.24	4.57	26.52	101.56	66.58	44.74
YMR256C	COX7	44.74	37.12	28.78	53.8	93.43	155.2	62.94
YMR257C	PET111	9.5	7.62	1.45	19.85	100.79	14.42	156.75
YMR260C	TIF11	76.11	81.1	69.2	110.5	122.65	104.62	52.93
YMR261C	TPS3	12.95	13.86	9.36	53.85	229.21	115.29	41.65
YMR263W	SAP30	9.35	10.75	5.13	14.73	16.95	22.92	12.93
YMR264W	CUE1	8.93	11.14	8.58	12.79	9.86	14.64	10.65
YMR266W	RSN1	32.95	30.39	14.43	50.29	78.54	69.4	36.53
YMR267W	PPA2	18.21	17.64	3.26	4.75	7.63	17.36	17.11
YMR269W	TMA23	32.55	30.72	8.6	10.1	6.61	7.53	6.27
YMR270C	RRN9	18.99	14.28	5.93	18.16	23.58	16.58	19.59
YMR271C	URA10	5.8	3	1.59	96.28	4.62	11.95	10.49
YMR272C	SCS7	22.12	21.56	10.8	28.41	26.96	20.47	17.49
YMR273C	ZDS1	11.33	15.2	1.96	2.75	4	6.56	8.02
YMR274C	RCE1	13.95	12.53	2.35	4.66	11.25	132.16	39
YMR275C	BUL1	13.04	13.72	3.92	5.87	15.66	23.26	22.6
YMR276W	DSK2	24.09	27.98	19.4	28.15	36.25	22.35	23.86
YMR277W	FCP1	10.27	12.7	2.08	2.79	6.12	5.27	4.92
YMR278W	YMR278W	5.47	5.89	0.85	1.18	2.66	2.32	3.01
YMR281W	GPI12	6.95	8.21	1.67	7.39	16.81	15.38	15.13
YMR282C	AEP2	8.6	6.99	1.25	1.34	4.93	6.14	9.85
YMR283C	RIT1	13.64	12	1.73	2.41	2.48	6.94	7.73
YMR284W	YKU70	5.19	3.9	1.41	5.2	16.46	11.23	13.35
YMR285C	NGL2	14.05	9.83	1.65	3.59	10.24	10.56	11.87
YMR288W	HSH155	11.97	11.91	1.72	1.44	4.02	41.44	5.65
YMR289W	ABZ2	6.85	8.6	1.22	1.72	1.29	1.58	4.59
YMR290C	HAS1	28.44	32.78	9.34	17.69	10.21	3.85	1.62
YMR292W	GOT1	39.09	41.75	22.32	33.29	59.15	44.66	28.62
YMR293C	YMR293C	7.48	6.59	1.86	146.35	19.6	29	10.09
YMR294W	JNM1	6.85	6.49	1.04	78.13	8.51	5.82	6.73
YMR295C	YMR295C	30.13	36.57	17.85	46	45.61	39.77	27.17
YMR296C	LCB1	28.29	31.77	17.07	57.23	55.8	32.48	23.78
YMR297W	PRC1	18.61	17.75	28.98	79.78	246.63	121.76	48.49
YMR298W	LIP1	25.53	26.34	27.27	70.17	76.53	79.26	38.19
YMR299C	DYN3	7.7	6.21	1.55	12.1	13.27	13.41	9.7
YMR300C	ADE4	16.3	18.13	4.55	6.26	7.95	8.08	8.58
YMR301C	ATM1	6.32	8.05	2.14	2.93	2.75	3.95	3
YMR302C	YME2	8.4	8.66	3.04	12.9	39.76	24.99	21.16
YMR304W	UBP15	8.5	8.67	5.5	11.54	9.99	15.79	251.72
YMR305C	SCW10	46.27	44.76	22.93	29.26	24.01	21.79	31.74
YMR307W	GAS1	84.16	70.18	58.11	87.95	129.21	55.49	44.74
YMR308C	PSE1	47.09	38.76	27.06	40.5	33.25	25.8	20
YMR309C	NIP1	64.21	53.81	30.86	52.45	40.56	23.73	28.79
YMR311C	GLC8	30.1	33.9	8.89	44.16	79.39	74.06	52.99
YMR312W	ELP6	14.56	17.36	10.12	16.83	13.83	13.16	8.72
YMR313C	TGL3	16.7	14.96	2.97	19.36	49.48	23.33	24.17
YMR314W	PRE5	16.58	21.89	12.61	25.62	20.71	24.33	27.5
YMR318C	ADH6	28.55	28.09	19.48	28.9	42.67	46.89	39.9
YMR319C	FET4	24.81	13.22	2.5	3.08	5.04	13.25	11.74
YNL336W	COS1	20.68	18.03	18.32	30.08	56.39	77.86	44.36
YNL334C	SNO2	3.79	2.87	1.16	1.68	1.55	2.4	1.88
YNL333W	SNZ2	2.72	2.43	0.96	1.62	1.86	2.62	3.67
YNL330C	RPD3	39.82	33.42	8.39	14.19	39.72	45.23	34.03
YNL329C	PEX6	14.21	13.53	2.57	4.24	7.24	21.04	11.58
YNL327W	EGT2	79.87	78.85	26.26	30	53.96	63.84	36.64
YNL326C	PFA3	8.13	8.88	1.98	7.76	7.95	8.45	9.98
YNL325C	FIG4	11.14	9.51	3.04	5.98	11.6	15.53	11.23
YNL323W	LEM3	14.81	14.67	7.44	12.87	17.68	15.07	11.22
YNL322C	KRE1	28.81	33.25	15.29	45.92	68.82	34.93	32.35
YNL321W	VNX1	11.41	14.26	5.76	98.84	58.73	32.68	21.23
YNL317W	PFS2	12.85	11.22	1.79	2.7	10.3	12.02	10.73
YNL316C	PHA2	10.82	14.78	1.71	6.24	6.44	6.44	7.21
YNL315C	ATP11	10.23	10.02	3.2	6.59	9.09	21.14	9.99
YNL314W	DAL82	5.29	6.55	1.81	8.07	7	5.48	3.55
YNL312W	RFA2	19.15	20.27	15.58	35.21	30.96	37.24	24.51
YNL311C	SKP2	17.38	15.02	3.63	38.36	38.56	54.75	16.58
YNL310C	ZIM17	8.36	9.02	3.25	3.77	4.22	4.83	3.54
YNL308C	KRI1	28.32	25.54	9.73	18.05	10.93	5.32	3.67
YNL307C	MCK1	21.74	24.8	15.03	35.53	27.49	16.06	21.33
YNL306W	MRPS18	19.68	23.32	10.03	27.77	39.74	30.51	23.04
YNL304W	YPT11	6.71	5.92	1.26	18.73	11.35	6.62	7.8
YNL299W	TRF5	13.45	10.7	1.74	2.1	2.4	3.34	3.67
YNL298W	CLA4	17.21	17.01	3.13	11.98	19.41	18.52	20.33
YNL297C	MON2	14.21	14.65	4.92	9.46	14.77	22.9	20.26
YNL294C	RIM21	14.37	10.92	2.65	4.03	8.14	9.04	11.18
YNL293W	MSB3	6.33	6.01	0.92	1.84	6.87	7.9	7.8
YNL292W	PUS4	14.31	15.26	3.03	4.38	7.28	4.07	5.07
YNL291C	MID1	11.6	11.75	4.45	9.21	15.5	13.47	11.54
YNL290W	RFC3	15.08	16.35	4.38	14.94	20.2	15.54	16.63
YNL289W	PCL1	27.47	29.62	2.13	270.84	683.23	190.72	111.91
YNL288W	CAF40	25.79	26.26	6.57	27.04	21.16	22.94	24.83
YNL287W	SEC21	28.6	31.14	21.21	72.26	98.51	62.47	41.07
YNL286W	CUS2	6.4	6.5	1.65	2.4	4.79	8.13	4.49
YNL284C	MRPL10	21.84	20.96	10.68	50.43	53.18	43.47	35.93
YNL283C	WSC2	14.42	17.7	9.7	45.62	55.99	37.52	24.74
YNL282W	POP3	24.53	22.5	10.16	27.74	40.35	34.61	21.17
YNL281W	HCH1	63.59	58.67	49.13	124.95	159.28	187.2	86.86
YNL280C	ERG24	19.35	20.62	10.15	22.2	26.14	31.1	15.55
YNL277W	MET2	1.08	1.13	0.49	3.98	138.36	9.71	5.7
YNL275W	BOR1	7.99	8.13	1.31	2.36	11.25	91.18	5.61
YNL274C	GOR1	3.25	2.5	1.84	10.64	67.83	59.16	30.98
YNL273W	TOF1	6.93	8.11	1.61	1.83	5.59	59.39	4.81
YNL272C	SEC2	8.96	9.23	2.4	2.18	3.19	6.26	6.37
YNL271C	BNI1	15.14	16.08	5.29	8.72	7.85	16.83	21.4
YNL268W	LYP1	49.06	45.28	14.69	22.69	41.16	48.41	26.1
YNL267W	PIK1	15.24	16.04	2.42	4.86	2.88	5.07	10.27
YNL265C	IST1	15.77	19.11	3.04	4.94	9.99	14.23	17.04
YNL264C	PDR17	5.93	5.35	2.61	4.56	9.04	6.77	7.51
YNL263C	YIF1	20.66	23.68	8.98	14.61	18.59	19.44	20.89
YNL262W	POL2	12.69	14.21	7.46	16.11	11.48	11.98	7.3
YNL261W	ORC5	13.83	14.22	3.04	5.41	4.89	6.32	9.11
YNL259C	ATX1	18.12	14.02	19.61	33.57	92.92	1132.28	754.07
YNL258C	DSL1	8.4	7.09	3.86	6.19	10.44	13.28	9.87
YNL257C	SIP3	22.06	18.13	5.72	11.4	13.75	19.42	15.34
YNL256W	FOL1	22.01	18.43	4.62	7.48	8.26	7.44	6.02
YNL255C	GIS2	94.91	88.54	68.9	142.95	143.07	99.73	43.51
YNL253W	TEX1	4.94	4.84	4.7	41.35	14.84	10.33	11.74
YNL252C	MRPL17	13.27	13.21	2.03	7.92	18.86	26.06	18.27
YNL251C	NRD1	38.22	42.05	19.65	98.4	121.05	79.52	58.47
YNL248C	RPA49	42.29	38.96	9.57	12.94	10.65	5.13	4.72
YNL247W	YNL247W	14.94	18.77	10.65	19.36	18.44	11.69	6.65
YNL246W	VPS75	8.96	7.77	4.1	5.98	7.62	6.82	4.56
YNL244C	SUI1	150.54	117.62	124.79	190.11	155.83	199.9	112.75
YNL243W	SLA2	21.36	24.64	9.93	40.7	72.63	44.92	29.78
YNL241C	ZWF1	23.26	30.42	25.95	52.13	73.08	45.05	42.84
YNL240C	NAR1	9.35	7.82	2.42	4.12	4.65	1.77	1.69
YNL239W	LAP3	11.73	13.56	12.85	24.79	24.85	27.56	13.92
YNL238W	KEX2	11.17	14.31	3.68	8.39	17.61	11.5	10.07
YNL236W	SIN4	21.64	23.18	5.59	6.04	9.7	368.1	22.56
YNL233W	BNI4	11.88	11.73	2.93	3.53	4.74	11.88	11.41
YNL232W	CSL4	35.79	34.95	6.83	9	16.7	33.19	28.26
YNL231C	PDR16	31.14	35.67	5.19	19.67	47.46	30.45	29.49
YNL229C	URE2	31.61	33.59	5.26	16.98	20.56	28.75	23.95
YNL227C	JJJ1	12.17	13.21	2.33	3.31	3.72	3.84	2.35
YNL225C	CNM67	16.09	15.47	2.05	5.65	21.96	32.71	23.96
YNL224C	SQS1	6.31	6.3	0.92	1.39	4.81	7.1	6.47
YNL222W	SSU72	15.02	14.97	2.95	4.81	10.3	20.41	13.72
YNL221C	POP1	25.39	20.84	3.1	7.61	14.57	11.7	7.51
YNL220W	ADE12	20.15	19.08	9.59	18.71	23.84	18.1	13.06
YNL219C	ALG9	17.93	18.76	6.79	14.68	34.8	23.95	14.64
YNL216W	RAP1	17.04	17.43	4.46	11.1	11.56	9.48	7.53
YNL215W	IES2	3.65	4.41	1.17	4.38	7.79	8.46	6.79
YNL213C	YNL213C	28.12	16.79	4.08	154.53	79.35	411.78	283.17
YNL212W	VID27	8.98	10.88	2.9	12.67	21.89	12.89	12.5
YNL209W	SSB2	109.44	82.29	115.71	195.75	561.82	201.62	64.45
YNL208W	YNL208W	19.94	15.2	30.53	73.28	134.19	183.98	85.12
YNL207W	RIO2	23.58	25.11	4.02	8.67	7.65	5.13	4.06
YNL206C	RTT106	13.95	18.59	3.46	5.8	7.52	11.75	14.16
YNL201C	PSY2	13.82	11.56	1.91	2.19	3.72	6.3	6.66
YNL199C	GCR2	16	13.64	1.23	1.64	5.41	8.2	12.15
YNL197C	WHI3	23.56	21.51	3.95	67.86	153.04	19.1	22.88
YNL192W	CHS1	24.65	27.96	6.1	13.78	1035.27	120.19	69.6
YNL191W	DUG3	16.09	16.86	2.18	5.63	9.33	7.35	5.88
YNL189W	SRP1	32.15	32	25.31	47.73	93.31	47.75	33.07
YNL188W	KAR1	12.11	10.42	0.96	0.87	29.25	28.96	4.59
YNL186W	UBP10	72.32	47.96	16.12	19.79	31.36	23.69	16.35
YNL185C	MRPL19	27.54	31.03	4.2	4.29	147.8	223.23	312.45
YNL183C	NPR1	18.1	17.71	4.55	9.12	35.88	86.26	28.67
YNL182C	IPI3	20.44	18.74	3.17	3.74	3.42	1.83	1.81
YNL180C	RHO5	49.04	59.63	21.27	27.8	36.38	38.22	42.04
YNL177C	MRPL22	25.1	24.57	5.35	15.21	20.57	27.39	26.55
YNL175C	NOP13	39.56	36.15	17.62	24.79	19.06	6.58	2.37
YNL173C	MDG1	3.61	3.99	2.97	5.83	10.72	12.47	6.5
YNL172W	APC1	6.86	9.41	2.26	4.81	8.58	9.9	11.82
YNL169C	PSD1	28.39	17.42	6.82	13.38	18.66	16.54	14.56
YNL167C	SKO1	16.78	17.85	4.42	10.12	40.05	67.27	28.07
YNL166C	BNI5	15.82	17.21	2.56	6.12	10.45	7.3	9.45
YNL164C	IBD2	20.87	14.88	1.34	1.52	2.67	4.25	7.57
YNL163C	RIA1	16.19	17.33	2.89	7.32	6.26	4.85	4.65
YNL161W	CBK1	10.27	10.96	2.54	23.75	9.45	5.82	8.29
YNL160W	YGP1	3.5	2.44	3.38	617.04	190.24	132.08	70.46
YNL159C	ASI2	7.88	7.95	3.7	18.24	13.95	8.71	12.42
YNL158W	PGA1	27.36	25.5	11.54	72.77	83.68	39.07	37.24
YNL156C	NSG2	17.01	19.45	5.92	36.44	42.01	39.28	35.11
YNL154C	YCK2	29.29	26.66	11.49	29.66	60.5	19.26	15.62
YNL153C	GIM3	56.76	62.57	30.91	91.06	55.18	66.08	56.24
YNL152W	YNL152W	18.7	17.91	8.08	58.79	39.79	31.96	27.28
YNL151C	RPC31	20.01	18.9	5.82	11.7	7.33	4.49	5.72
YNL149C	PGA2	44.46	43.55	30.95	50.65	37.8	50.79	38.55
YNL148C	ALF1	7.04	5.73	1.79	2.67	3.89	2.44	2.42
YNL147W	LSM7	4.68	5.32	4.66	12.35	43.59	80.81	6.08
YNL141W	AAH1	33.27	38.15	9.78	19.08	6.81	3.38	0.54
YNL139C	RLR1	17.26	18.57	5.03	8.79	7.55	7.94	8.16
YNL138W	SRV2	20.78	21.74	23.99	53.95	111.95	72.21	33.22
YNL137C	NAM9	16.28	14.1	3.6	10.62	25.08	24.32	15.19
YNL136W	EAF7	10.34	11.57	2.86	9.53	25.3	23.9	13.94
YNL135C	FPR1	55.24	53.66	94.86	159.56	137.99	244.82	75.53
YNL133C	FYV6	6.44	6.47	3.59	157.24	29.09	21.78	12.42
YNL132W	KRE33	26.84	31.08	13.59	26.55	15.1	5.17	1.91
YNL131W	TOM22	31.26	31.98	19.55	39.36	52.71	53.79	37.45
YNL130C	CPT1	30.91	20.19	14.89	31.2	58.96	38.52	21.74
YNL129W	NRK1	18.17	15.02	7.38	16.97	19.57	24.16	16.09
YNL127W	FAR11	7.53	6.93	1.66	5.45	5.37	7.3	9.52
YNL126W	SPC98	10.41	9.7	2.23	3.62	30.22	11.94	7.9
YNL125C	ESBP6	32.36	26.11	7.67	14.77	39.82	57.05	44.71
YNL124W	NAF1	21.54	22.26	4.14	8.3	11.85	3.84	5.36
YNL123W	NMA111	46.75	42.2	15.12	20.77	24.5	25.01	24.73
YNL121C	TOM70	27.18	24.47	15.79	29.47	46.22	35.49	27.93
YNL119W	NCS2	22.32	20.3	3.72	8.29	7.6	6.98	5.14
YNL118C	DCP2	18.56	17.76	4.35	17.99	453.26	65.76	22.13
YNL116W	DMA2	17.42	16.05	3.67	19.86	33.52	21.92	11.82
YNL113W	RPC19	86.07	92.77	53.55	71.87	22.06	14	28.11
YNL112W	DBP2	35.79	33.54	14.14	23.38	16.73	5.11	1.42
YNL111C	CYB5	40.3	51.37	12.19	35.58	9.35	15.13	17.62
YNL110C	NOP15	59.06	73.41	17.26	25.98	10.67	4.53	2.06
YNL107W	YAF9	15.31	13.1	1.29	6.69	8.01	11.06	17.24
YNL104C	LEU4	51.22	46.1	50.75	72.7	148.06	67.09	35.91
YNL103W	MET4	29.76	19.96	4.86	48.79	124.31	48.03	35.33
YNL102W	POL1	24.65	23.56	6.93	9.91	11.33	10.22	8.15
YNL101W	AVT4	12.02	12.27	3.19	9.48	11.62	11.07	13.22
YNL100W	YNL100W	19.29	23.28	4.33	24.3	83.92	52.63	34.53
YNL099C	OCA1	32.08	31.91	12.57	42.59	57.16	28.54	22.57
YNL098C	RAS2	20.25	24.14	16.82	101.32	165.89	79.34	54.53
YNL097C	PHO23	16.34	16.03	4.5	21.49	36.17	44.59	27.26
YNL094W	APP1	8.87	10.34	2.16	9.65	15.42	14.05	16.69
YNL091W	NST1	40.89	42.12	9.81	13.92	25.24	42.5	25.93
YNL090W	RHO2	25.01	27.28	7.72	17.75	21.18	20.75	26.06
YNL088W	TOP2	17.71	18.23	12.26	18.67	27.39	19.59	10.2
YNL087W	TCB2	26.01	23.73	11.91	20.16	14.3	12.86	9.18
YNL085W	MKT1	17.9	17.37	13.48	29.11	28.48	22.89	15.83
YNL084C	END3	9.51	10.78	3.94	11.76	44.52	33.89	17.61
YNL083W	SAL1	5.43	4.62	0.79	9.35	19.25	9.24	9.16
YNL082W	PMS1	12.53	13.68	2.02	3.48	7.3	15.7	7.09
YNL081C	SWS2	29.29	37.06	8.09	48.66	65.02	64.46	58.81
YNL080C	EOS1	20.18	21.53	7.71	27.4	32.4	29.58	21.24
YNL079C	TPM1	45.57	37.32	85.22	145.38	184.13	157.05	75.36
YNL078W	NIS1	34.44	29.66	10.89	23.74	17.53	5.79	5.01
YNL077W	APJ1	7.82	9.25	3.73	633.1	168.68	73.59	31.57
YNL076W	MKS1	13.37	11.17	1.85	102.38	12	14.31	13.05
YNL075W	IMP4	27.99	32.61	9.79	25.61	11.99	10.36	5.68
YNL074C	MLF3	14.32	17.67	6.91	49.18	66.08	43.46	24.67
YNL073W	MSK1	13.41	12.67	4	26.32	48.31	20.66	22.23
YNL072W	RNH201	11.72	13.43	3.67	13.11	7.31	4.86	2.82
YNL071W	LAT1	24.43	24.01	41.4	77.54	116.56	65.6	35.77
YNL070W	TOM7	86.89	67.84	77.7	322.81	1175.51	1288.59	1198.07
YNL068C	FKH2	8.84	9.93	1.44	6.32	5.05	2.08	1.98
YNL066W	SUN4	70.05	62.83	24.21	30.45	29.85	20.1	17.32
YNL065W	AQR1	25.2	23.26	2.29	139.46	109.19	6.28	6.34
YNL064C	YDJ1	74.14	71.24	42.1	113.29	292.74	180	77.49
YNL063W	MTQ1	10.94	10.34	8.03	72.41	32.33	36.58	20.15
YNL062C	GCD10	24.07	26.15	6.09	10.64	7.8	4.71	1.66
YNL061W	NOP2	46.4	41.25	13.62	17.26	9.33	3.96	1.98
YNL059C	ARP5	11.89	10.68	2.92	8.96	18.3	12.79	9.99
YNL056W	OCA2	20.24	20.45	5.63	14.42	15.34	20.5	14.05
YNL055C	POR1	37.92	37.61	62.96	116.99	239.9	188.14	80.91
YNL054W	VAC7	9.06	11.68	1.7	2.76	6.68	11.51	14.06
YNL053W	MSG5	29.36	16.98	2.69	15.02	13.25	17.99	15.33
